index,track_id,hashtag,instrumentalness,liveness,speechiness,danceability,valence,loudness,tempo,acousticness,energy
596315,8bf8c96ee793668f9241c49357b1f833,dance,0.944,0.337,0.0275,0.567,0.461,-9.092,91.0,0.824,0.465
386270,e9d6c82e3c7dd7f6919ad82172dabd2c,dance,0.145,0.127,0.0399,0.694,0.914,-12.34,126.843,0.13,0.711
394972,11ff8cd527252717bba049bbb2dfb26b,dance,0.0853,0.117,0.0553,0.65,0.683,-10.594,110.066,0.449,0.513
381569,4f5163da736bbedac3961cbbee79219e,dance,0.792,0.124,0.049,0.655,0.133,-9.636,109.992,0.0113,0.912
2783227,57da69179bd3f5ee95d54b5f3f4a54a8,dance,0.0,0.135,0.348,0.393,0.312,-4.35,199.907,0.004,0.991
2344916,16b62f80358f57d75eca5b402abd6216,dance,0.0,0.4,0.158,0.533,0.522,-2.735,140.055,0.0153,0.958
390563,34bfaa8b7d65690a785db674a447c300,dance,0.378,0.2,0.104,0.653,0.62,-9.649,168.054,0.000942,0.59
4478254,99667d269dc2de016e00795b51c3f0de,dance,4.66e-05,0.3,0.0995,0.724,0.801,-7.818,103.022,0.00344,0.891
416175,f0a9964681b0a5d9c3728e16cf0301db,dance,0.776,0.202,0.0301,0.752,0.415,-7.364,128.014,0.00085,0.81
386357,0916f58e72ab4e1f3b8c45d2266772da,dance,0.0206,0.14,0.0541,0.889,0.931,-9.019,126.004,0.0303,0.58
392153,89bbcf3f9f3f17dc8ed995bf1e904b75,dance,0.946,0.139,0.0357,0.561,0.329,-10.288,80.0,0.264,0.635
2521631,c1fad56c3a9d6c2863e913700dd0dcb5,dance,0.068,0.243,0.0412,0.713,0.843,-9.701,123.961,0.179,0.737
459278,95f0e75cfbe40cddb79b5da6b3f9e8ab,dance,0.16,0.116,0.0524,0.587,0.44,-8.651,169.947,0.0319,0.678
392227,be34d358d980914a2d550f1e533a6f4d,dance,0.929,0.0834,0.0392,0.642,0.382,-11.375,119.004,0.403,0.754
228142,a77036d874f7aa7cfce7f332de775dae,dance,1.84e-06,0.152,0.141,0.882,0.848,-4.518,107.88,0.0173,0.874
385564,e4fa57b330704ef11276edc8fec4a859,dance,3.51e-06,0.0732,0.0363,0.522,0.412,-3.066,119.942,0.103,0.885
418343,3adcc85b77b26df69fc010552be3f9f2,dance,0.108,0.325,0.0437,0.704,0.343,-7.157,114.992,0.185,0.927
599621,726985026b4b365367d1a061111823a1,dance,0.0916,0.108,0.0889,0.919,0.906,-9.481,123.027,0.0455,0.569
877775,9e7594655a9599147a7c0e56e475dc87,dance,0.0759,0.0513,0.124,0.409,0.857,-7.056,187.079,0.00181,0.868
394678,43537ea8c99b946cca4b0a1c3bb2b6e2,dance,0.648,0.0789,0.0435,0.71,0.39,-14.167,168.011,0.17,0.309
4459514,254fc0b6ea25d5a67b1abb014e1808c3,dance,1.12e-05,0.257,0.0981,0.555,0.531,-5.353,150.27,0.00462,0.841
388819,7db4a5a1ac5e71d0fcc8e259984d5f54,dance,0.000997,0.18,0.027,0.327,0.17,-11.576,93.947,0.878,0.426
2635819,75ae9bde2a2d175db816b0f1ebf8fb52,dance,0.000461,0.402,0.0422,0.284,0.558,-6.069,75.009,0.00752,0.875
391653,64f31d836ca799b287c43d09311cc4e6,dance,0.751,0.142,0.0392,0.549,0.536,-8.935,100.026,0.0115,0.84
422482,640de9a475fb084be941357aa6e804d1,dance,0.114,0.426,0.0287,0.564,0.282,-7.635,94.991,0.000937,0.628
2544239,9ed5e5f051f8431693686ee69ab180c5,dance,0.779,0.248,0.0628,0.703,0.316,-5.988,124.99,0.0103,0.794
391195,b1cf218e40da27e9d55d6e0a8340879a,dance,0.043,0.739,0.0615,0.639,0.12,-9.965,123.316,0.0267,0.826
5058066,d67b89478389301e93a416f16331ed6e,dance,1.82e-06,0.072,0.0403,0.81,0.86,-9.404,116.049,0.0378,0.793
6067446,28f5c806b90323b477458d1f2dafa6af,dance,0.00017,0.0743,0.264,0.83,0.654,-5.564,125.972,0.0117,0.768
2345093,ff9b1608631afa0717a9754e9ae32e1c,dance,1.15e-05,0.181,0.0615,0.512,0.606,-3.752,140.835,0.00015,0.943
888821,b434a856261d18e12e5ff14c0aff788d,dance,0.0,0.13,0.0361,0.412,0.487,-5.625,174.428,0.00212,0.849
385752,265f8bbb4670ff5c6eb19ed199ca685f,dance,0.235,0.147,0.0247,0.696,0.284,-4.526,100.003,0.0274,0.839
935248,3c45a30a72620d2f62545807cd7b6de1,dance,2.05e-06,0.106,0.0463,0.676,0.645,-4.286,139.971,0.03,0.879
2783570,426f889218b3107cbd1cae8b281404ab,dance,1.11e-05,0.346,0.0589,0.469,0.473,-2.219,164.042,0.009,0.969
4703285,5d59163ccecc7a8342c4c37485eabcb0,dance,9.32e-05,0.185,0.0438,0.432,0.779,-4.379,152.987,4.36e-05,0.92
1075916,085981d429f14b89d462e7cff239136f,disco,0.824,0.106,0.0309,0.685,0.876,-5.108,127.925,0.00017,0.93
1012790,f89328fb720bd78818efdec9c68b8f89,disco,3.28e-06,0.167,0.0285,0.674,0.715,-8.91,112.985,0.0643,0.717
4225942,6955eff02d393cb32a2c7fd039240fd8,disco,4.33e-05,0.084,0.0472,0.732,0.804,-7.57,115.744,0.134,0.642
563081,4dac9426e8ceb90ad51d80668bee189c,disco,0.00076,0.47,0.139,0.508,0.409,-8.988,126.645,0.0204,0.895
1063486,90b2b1b52ad8380dd46df4ce02ba204a,disco,0.00142,0.354,0.0354,0.656,0.956,-9.583,108.698,0.0791,0.9
1852503,e13ec4b7e366e3a2ea52114a2ae324a6,disco,0.000913,0.737,0.0654,0.475,0.699,-1.075,120.91,0.613,0.988
3915784,30df9e3aede2edb9340a934429d3eda9,disco,0.0996,0.183,0.0358,0.627,0.888,-14.503,130.482,0.00679,0.748
1204528,070da2a064a798114aa6ba489434d0f2,disco,3.28e-05,0.127,0.0663,0.757,0.912,-5.484,110.025,0.114,0.819
413232,a63599ce6ed930139231403ef1162899,disco,0.00043,0.0608,0.0588,0.645,0.633,-10.865,121.186,0.172,0.703
378138,7a70f34287c150fe596c6f53a2f103b2,disco,0.0,0.206,0.0298,0.602,0.555,-5.748,135.243,0.106,0.634
213489,7f59a3c38997a39e6d565337503ed58d,disco,0.168,0.0908,0.0296,0.58,0.856,-5.313,113.234,0.0358,0.739
2934717,642b87529b5af7165d90c8057deeb610,disco,0.0,0.103,0.0545,0.747,0.875,-3.285,107.937,0.389,0.9
295168,96d3a8510bada76c26dc5920847f99b2,disco,0.000861,0.0838,0.0405,0.704,0.964,-13.296,104.412,0.254,0.661
2781205,87cf981c7590407c7f95fb56d9e94669,disco,0.31,0.0636,0.0733,0.777,0.794,-11.725,131.163,0.0341,0.608
1439340,08d54210edcab37d7b22c35f12b8873e,disco,0.0159,0.063,0.0326,0.673,0.888,-7.77,120.697,0.00619,0.847
141473,ba11cc11bb178e47c11ef6c5d4e5c697,disco,0.00389,0.571,0.0865,0.819,0.851,-11.071,127.588,0.0171,0.789
444479,18cf52fd9c072b001ffb7bab03fc07a2,disco,0.0147,0.0988,0.0331,0.602,0.822,-9.895,87.945,0.0118,0.562
1579532,6ca5f93554ea717519633ae1d710b1b1,disco,0.0088,0.101,0.087,0.973,0.786,-7.427,112.624,0.0839,0.651
245572,28efef8e6e3aea32e4df643f361136e3,disco,0.329,0.126,0.0374,0.733,0.758,-4.364,126.961,0.0482,0.963
707660,cbc1c86919617eee7a7329909a3e8dcf,disco,0.0,0.288,0.0436,0.674,0.93,-7.734,121.054,0.0217,0.832
101109,27876b9f93711738e92ca03e252a373d,disco,0.0376,0.152,0.0295,0.775,0.873,-3.598,131.34,0.135,0.866
185464,13384647436572f469c4c27d4dc1dd68,disco,0.695,0.0301,0.0299,0.607,0.642,-9.6,112.036,0.000116,0.663
498552,2b5c97a2ee145f6e9981c5e6ada25d7c,disco,2.3e-06,0.089,0.0486,0.234,0.0635,-10.646,213.854,0.912,0.003
584750,16d8127b9691da6532a9ec7abc2f582e,disco,0.000644,0.0647,0.0461,0.778,0.914,-9.526,119.039,0.18,0.818
446345,3bcf1718f26bd85a52c42bd531e687fa,disco,0.0542,0.142,0.0343,0.667,0.857,-8.206,122.19,0.00236,0.913
480848,168a836302ca60eb1b46523c9cab7d84,disco,0.0568,0.0394,0.0264,0.661,0.69,-7.339,120.286,0.369,0.753
3205207,72c0cfd9b5b6ec26425cf81b5a726744,disco,0.0741,0.0798,0.0428,0.753,0.909,-9.35,113.731,0.0199,0.747
3450059,97ce6ec03e1c981596cfbda238ab519c,disco,0.0884,0.214,0.0322,0.788,0.931,-13.538,126.726,0.000633,0.857
4347533,bdad7f6013183a36115eadc52c8dd3bd,disco,0.691,0.132,0.0381,0.783,0.773,-14.742,128.24,0.125,0.687
6206884,a17b539770ddcd74b6f3aefce631fe8b,disco,0.403,0.251,0.0477,0.655,0.93,-10.376,131.713,0.0468,0.916
98233,c59c6fc9b39eaa20840d1096e02fa60c,disco,0.00566,0.0675,0.0384,0.769,0.89,-8.138,124.973,0.0882,0.756
301295,52e04cb3685ead47cf8ab0cfee004735,disco,1.58e-05,0.202,0.0427,0.653,0.848,-9.304,115.388,0.13,0.652
134879,31fdb218ae0807684384ac74535f429f,disco,0.687,0.179,0.0702,0.594,0.815,-8.731,133.65,0.67,0.87
458287,e7770842d8e6ee405b3a6421d926cf40,disco,8.62e-05,0.401,0.0865,0.54,0.567,-9.954,111.723,0.173,0.868
203754,7180cf2d851d0f05cd68da96b4b0948b,disco,7.34e-06,0.0526,0.211,0.709,0.55,-16.591,120.163,0.161,0.494
306561,0f54ca03a8e53d76c942513935215c23,disco,0.000416,0.0308,0.0523,0.919,0.961,-11.356,122.356,0.0373,0.523
397730,ac93d04ae24f9a27acc6a2c18d6752be,disco,0.758,0.157,0.0389,0.739,0.962,-10.926,124.095,0.000941,0.696
4555127,989448a1ee1dde69c4c6d9a3f74070a6,disco,0.0,0.085,0.0752,0.615,0.936,-11.04,85.164,0.0823,0.804
3093484,b2ea1a98046ef863ecdbb6bf70ac7df8,disco,0.000883,0.355,0.063,0.82,0.844,-9.746,125.452,0.0101,0.809
201293,3f578270ecd1a787b012ff205eb299f5,disco,0.0811,0.0553,0.062,0.799,0.812,-10.841,124.812,0.0306,0.682
1647293,d4425aaa1c9ac4a73785110a5b0a4a43,disco,0.0329,0.318,0.0516,0.691,0.779,-13.945,113.437,0.0318,0.493
336868,6566a8f1d081f58f958edf35af88bd6c,disco,0.667,0.259,0.0658,0.638,0.914,-11.103,126.334,0.0499,0.712
80357,7052acd8896522379fe6025345b54848,disco,0.617,0.116,0.065,0.881,0.909,-11.689,120.926,0.0205,0.336
302656,7cc7053a379ce85dfb9befe5d050ed76,disco,0.231,0.244,0.0452,0.724,0.891,-7.699,126.473,0.0587,0.55
448588,bbb3761047c0a32a6babf6a8731eb072,disco,6e-05,0.13,0.116,0.553,0.686,-5.844,121.819,0.153,0.839
435928,2c1ef3128ade8043beb7c4c8e1954ddd,disco,7.82e-05,0.0614,0.0737,0.702,0.819,-9.165,122.386,0.113,0.664
570660,dc445a50a5e880bded6afea0e80db8e7,disco,0.0317,0.571,0.0351,0.166,0.302,-4.559,91.456,0.677,0.698
408791,fe170b3eb24cec7958a1eee0e2b3e674,disco,0.105,0.0339,0.0336,0.755,0.969,-12.393,124.062,0.0209,0.709
183855,7bbc11471082ddcaabf253a82643199e,disco,0.000893,0.293,0.102,0.544,0.808,-8.114,106.019,0.00962,0.855
1204548,d67b89478389301e93a416f16331ed6e,disco,1.82e-06,0.072,0.0403,0.81,0.86,-9.404,116.049,0.0378,0.793
124713,e8591240a1d918734d41f01e622e2e7b,disco,0.00261,0.0471,0.0486,0.606,0.844,-7.734,133.972,0.0211,0.886
159478,c4053a3479b1f08bc248e5ba1122cb83,disco,0.769,0.0847,0.0488,0.647,0.881,-10.49,128.979,0.000687,0.562
3321464,36ef36a7f78d3c4f4a9c536bdd16efdf,disco,0.0115,0.137,0.0446,0.778,0.762,-12.061,137.253,0.369,0.64
1309447,d41a6e97725794051a1e412d5651c52b,disco,0.000197,0.889,0.0737,0.77,0.778,-6.614,118.412,0.125,0.813
159004,00f3938045bac123067296854c8da263,disco,0.000543,0.0839,0.0416,0.651,0.632,-10.895,122.073,0.28,0.604
207583,1cece02795835e11be57d255ea2896cc,disco,0.000892,0.25,0.0301,0.694,0.981,-7.288,125.901,0.165,0.831
1650357,3a6177e19f4310e168b36b13f2f7453f,disco,0.209,0.121,0.102,0.767,0.534,-18.927,123.54,0.0163,0.425
5821916,f6fe226775be788bff7a45dfee26379f,disco,9.06e-05,0.0683,0.0311,0.781,0.92,-10.136,118.516,0.317,0.663
3472836,fcc35d74e1599778ba2ee86c847ed57c,disco,3.67e-05,0.205,0.0514,0.378,0.468,-4.858,175.104,0.0107,0.847
14881,a4f359b1fd75fbc6dcd9208be11eb4df,disco,0.64,0.271,0.0425,0.716,0.94,-18.602,124.327,0.00965,0.567
4342900,e39693dd1b0df84daf506962ab2c088b,disco,0.0464,0.113,0.0366,0.791,0.779,-9.206,132.17,0.00175,0.802
228123,ff75bbdcc256347f6e2ca727be8b0b31,disco,5.97e-06,0.0391,0.0399,0.765,0.926,-5.715,113.326,0.0156,0.927
97264,fd632bfeda00fe42a732ca9fc9936c80,disco,0.000627,0.0602,0.0347,0.688,0.804,-12.965,113.045,0.0238,0.662
1046340,453159402abb22da9f53b44dd1db405a,disco,0.0072,0.103,0.0277,0.659,0.963,-8.424,125.021,0.104,0.678
226554,05cb145b9d83c022e9e2790fcb21e8aa,disco,0.00538,0.0582,0.0833,0.853,0.74,-13.063,120.888,0.0204,0.559
2166056,83b5b868eb5963f8c063517367910963,disco,0.83,0.0807,0.0984,0.826,0.69,-15.313,120.473,4.87e-05,0.312
577441,ff560d93cb8917cd747f2d7dbe61fbb0,disco,0.000118,0.143,0.0515,0.9,0.966,-8.776,120.879,0.447,0.662
234138,c174cda49749fcdd9bee2968c30078dc,disco,0.000264,0.0605,0.0389,0.557,0.891,-7.201,122.34,0.0254,0.791
1135901,d44517cbf85bba3336ee9c028174ab1e,disco,0.814,0.0243,0.0554,0.812,0.86,-11.22,129.621,0.00346,0.775
69822,d1cdd1fc8736cd726fb6d502e2cec703,disco,0.00153,0.0705,0.0586,0.722,0.64,-12.709,110.7,0.118,0.52
143299,fe4e4dff9b213475daa87efd38370a19,disco,0.731,0.0725,0.0317,0.826,0.931,-14.153,100.278,0.00719,0.406
69637,262addc2b143e7bb68be68e3be8fa18c,disco,0.0,0.157,0.116,0.426,0.795,-7.92,157.755,0.699,0.737
262844,dc5d4d4cc5c7db0e795a636abfdd44d2,disco,0.541,0.105,0.129,0.755,0.796,-7.293,123.203,0.388,0.842
404348,583b2212d6955f3dd9956e5bbda26943,disco,7.16e-05,0.0924,0.0505,0.801,0.59,-12.135,112.367,0.0123,0.388
543558,f1e56b2fe8a01c11bfb9817f214e9955,disco,6.56e-05,0.321,0.114,0.905,0.505,-12.667,118.759,0.00283,0.567
204843,e50553a7bd0bd46c9ceea650e5b96f1c,disco,0.000452,0.159,0.0487,0.776,0.89,-8.221,120.765,0.163,0.767
807351,8b4cc6a881cf3a31a6ddb538bb999848,disco,0.128,0.366,0.0445,0.629,0.885,-18.55,121.799,0.194,0.594
128676,a5b6d24c83fccdab977c45636dd89b2a,disco,0.000283,0.423,0.0497,0.812,0.887,-8.352,127.287,0.032,0.681
3641205,24ec7ee4aa08f561e7d1d100928a36f6,disco,0.000333,0.435,0.109,0.715,0.744,-6.154,129.587,0.306,0.994
575277,9fcaf83987addd119e6860fd096860c1,disco,0.0,0.316,0.053,0.68,0.588,-12.407,119.049,0.0135,0.54
1079127,55dd244a97b4dc5604fa7e8ec44938f2,disco,0.00659,0.0335,0.138,0.779,0.727,-7.622,126.206,0.17,0.868
115206,35ea516185066d2c8f72acbffb976426,disco,8.04e-06,0.0405,0.03,0.585,0.91,-10.394,120.094,0.199,0.714
5630918,517c588a1f67b708db6c7e1ba863834f,disco,0.416,0.0933,0.0512,0.678,0.945,-13.466,139.022,0.00982,0.655
166839,77a41ce0db2f58dd9f5be9b2a1fba2ba,disco,0.738,0.0768,0.101,0.164,0.0396,-3.866,142.839,0.0145,0.989
377844,b72ee94caeff5b494813758f016f4b66,disco,4e-06,0.288,0.0296,0.385,0.394,-11.945,180.553,0.757,0.29
753017,bafc53e67f328b46de73e9c25872a2fc,disco,6.64e-05,0.0317,0.0542,0.923,0.961,-11.24,128.687,0.0216,0.861
3833579,2cee182df4804b347c2bfa2b5dc1b8e3,disco,0.00349,0.266,0.106,0.462,0.656,-8.804,135.22,0.00253,0.807
1174654,d50eabb3f5667df961202bd4450a74ff,disco,1.92e-05,0.543,0.0969,0.77,0.664,-8.093,117.456,0.164,0.789
2319,760c704d70ac76eeb27b76ffc9b83c55,disco,0.00109,0.214,0.0362,0.667,0.822,-9.529,126.423,0.039,0.803
362298,25bc76e30c4ddefa93102f7eaa5848d7,disco,0.0144,0.116,0.0382,0.762,0.988,-12.998,136.497,0.00587,0.626
529086,e278e7d4c9e02961a4a2e62457170f1b,disco,7.05e-05,0.134,0.0524,0.587,0.35,-14.872,74.813,0.172,0.366
231152,ebf5158dd0a5cd4b5c6eb0cf7fb362ed,disco,0.0725,0.0628,0.0332,0.714,0.926,-14.197,130.259,0.0123,0.647
1156423,0645af3080f2fb3bf96c64163958b7c5,disco,0.000118,0.147,0.0348,0.688,0.71,-6.496,92.253,0.103,0.858
887078,ed75ce431a1590c86fae387fb8633f37,disco,0.0488,0.151,0.0301,0.662,0.653,-6.481,118.678,0.0643,0.735
388145,352f3956f95657a47cbae77ea21795a6,disco,5.74e-06,0.169,0.038,0.558,0.424,-9.513,122.829,0.128,0.681
965195,6586f41aaffc1b00ef1d045e97168514,disco,0.0,0.109,0.0487,0.7,0.725,-7.492,122.422,0.0248,0.688
416419,6c36e6cba17d3720694f3c6397f471e9,disco,0.0118,0.0506,0.0451,0.716,0.905,-8.334,118.001,0.00885,0.895
4049641,627943c3b3b6bda1bb7736ec10ac85ea,disco,0.00275,0.327,0.0314,0.689,0.84,-13.957,127.132,0.0319,0.584
1468463,7cec257ee87975e23c63e597f55b530a,disco,4.37e-05,0.11,0.0613,0.74,0.841,-11.495,127.332,0.476,0.671
666714,d80afa70d319587568c79bf171e9628b,disco,0.651,0.0435,0.0404,0.692,0.962,-8.987,126.161,0.00211,0.796
863169,42fc08c3d3437f7382b4f16069064c46,electronic,0.458,0.176,0.033,0.55,0.542,-7.539,155.933,0.067,0.811
605347,fb552cfd07054d2e793fc86b0ca4303e,electronic,0.389,0.302,0.377,0.502,0.23,-7.13,159.214,0.00413,0.983
3047598,9f7ee4b064782e5a905480a13ec598e6,electronic,0.854,0.128,0.331,0.796,0.572,-9.638,108.173,0.0339,0.788
2872917,20ee6cc30d86acbe52827b00b577dd7f,electronic,0.918,0.0966,0.227,0.51,0.238,-10.233,76.327,0.0462,0.809
3087,3520a633704766a5b7f3df317958056d,electronic,0.108,0.109,0.0277,0.659,0.492,-11.892,110.007,0.00646,0.381
3095653,db4a146edce8a0593ac6fe4754e829a4,electronic,0.366,0.121,0.373,0.693,0.575,-9.999,129.971,0.451,0.698
2298326,897d173c6c234efd73cf266730d10790,electronic,1.17e-06,0.127,0.136,0.479,0.435,-18.081,77.967,0.414,0.743
3200675,dc717a0f2bf0f45ec71bab02586666d0,electronic,0.127,0.52,0.193,0.605,0.382,-3.174,164.008,0.0746,0.997
971466,9939b545743d27bc8b332da32a671fa5,electronic,0.908,0.376,0.292,0.529,0.0397,-3.279,147.714,0.00112,1.0
854134,89fe08f39f9f87c763d4762e5b474049,electronic,0.884,0.561,0.0902,0.798,0.658,-12.363,124.881,0.000915,0.456
617050,54540984fe137ae6a8af9688f16f2d16,electronic,0.921,0.926,0.131,0.484,0.128,-9.524,195.917,0.313,0.894
5491559,e6c037b515863c3ca6b6055ea0429ec4,electronic,0.898,0.229,0.127,0.483,0.172,-10.947,130.046,0.182,0.844
870201,f2ffad08d300d0a1b870e812df4f4250,electronic,0.506,0.0676,0.0467,0.854,0.563,-10.762,122.001,0.00176,0.406
417447,10cc697d2c3caaff631244c0652d30ad,electronic,0.0296,0.0293,0.0706,0.874,0.963,-10.234,117.79,0.00135,0.437
2532397,9f7376305200cc422f61733deb5c7d49,electronic,0.951,0.154,0.0392,0.421,0.147,-29.674,73.402,0.996,0.00683
3048946,03e7d41f17fa0fb87efdccb2e098a78d,electronic,0.888,0.363,0.0987,0.783,0.419,-7.712,124.977,4.16e-05,0.863
12987,33249bd8c87e46078359ac9f2da8598d,electronic,0.632,0.103,0.052,0.517,0.559,-15.745,168.394,0.724,0.484
2855496,095209c3b8ab8abdc6a9ec26ae0b53ae,electronic,0.829,0.289,0.0781,0.552,0.441,-12.416,133.998,0.0973,0.76
2426323,6be71afcf76283b6123b2d85a1f86329,electronic,0.804,0.061,0.0575,0.681,0.741,-18.826,180.067,0.0515,0.678
2178979,334b4329d45e634a0008a1090afeb7b9,electronic,0.835,0.385,0.0403,0.314,0.0363,-10.603,113.37,0.516,0.431
19618,34bfaa8b7d65690a785db674a447c300,electronic,0.378,0.2,0.104,0.653,0.62,-9.649,168.054,0.000942,0.59
5614619,9817ea18081a0f7c5ac3ef6b3317d121,electronic,0.907,0.362,0.0339,0.351,0.643,-10.339,184.007,0.000637,0.822
957788,4e681604e2bca7b6db220a809dce2b8c,electronic,0.0611,0.178,0.0408,0.73,0.72,-8.554,123.005,0.0643,0.798
3525396,06a2e4253036e5444d8003ab751f30bf,electronic,7.2e-06,0.194,0.035,0.513,0.604,-5.443,149.936,0.135,0.822
4569616,5064f4a94e345f8dbc6af971e070d37c,electronic,0.222,0.107,0.114,0.907,0.224,-15.886,99.581,0.4,0.0599
2287709,70165c946179a6f9fd5becd30c5b8a19,electronic,0.191,0.0914,0.0399,0.582,0.136,-15.022,120.046,0.587,0.434
22470,85688c39a14632be9ac4692e3344cf99,electronic,0.122,0.265,0.0311,0.61,0.311,-12.521,90.005,0.483,0.49
1241110,b143521a8943d377639fc3ceae41046d,electronic,0.842,0.0876,0.182,0.728,0.497,-14.073,97.709,0.032,0.569
1178435,b0e1fad5d0eaff396e0af97cbd03352f,electronic,0.86,0.0594,0.0916,0.665,0.373,-12.628,166.994,0.00118,0.74
4860448,58393831358c2c8b885a909f0c98ce8f,electronic,0.0024,0.0651,0.0714,0.446,0.221,-15.606,105.144,0.795,0.419
3471134,59208bf39b17a724671bf49608ca39d6,electronic,0.00919,0.0296,0.0462,0.632,0.596,-8.776,88.2,0.00919,0.491
4946835,1244c3648f01de87d03c6cf3a33096e6,electronic,0.921,0.0683,0.14,0.496,0.681,-7.59,160.8,0.0189,0.924
2821635,4bf70335bbeb4b46527d08f671c62fec,electronic,0.00013,0.0521,0.487,0.656,0.591,-7.998,94.559,0.509,0.706
4455079,25f865417b1cde1b0c273bc6390aeecd,electronic,0.912,0.249,0.0623,0.177,0.0381,-22.14,57.978,0.894,0.495
877674,c39359e423969f3ad9aa8858e88966db,electronic,0.722,0.0393,0.0753,0.875,0.822,-9.703,120.476,0.0018,0.385
3469945,172e8f10b9d7472476f130a28e754c3a,electronic,0.856,0.114,0.0402,0.173,0.0494,-25.637,167.676,0.964,0.0966
2784255,c3b2bb73e9ad8ee78941c7d3eb6f59b7,electronic,0.871,0.0969,0.0458,0.558,0.368,-30.016,157.811,0.996,0.0259
9605,47ecf8663c365bf9318ff1cbf33c8a7c,electronic,0.0811,0.0577,0.0539,0.777,0.322,-5.694,109.029,0.0412,0.71
3200,f7ffb7045fe7ea184bae887da92e808b,electronic,0.933,0.0794,0.0389,0.271,0.621,-17.761,46.853,0.766,0.476
3829666,c8a759600d65f900f6fead9690d22deb,electronic,0.0824,0.23,0.0625,0.6,0.703,-15.405,152.06,0.00779,0.766
864673,50f7343d1ee654b078d74016e5f2847e,electronic,0.000139,0.145,0.0525,0.673,0.318,-6.197,126.044,0.0255,0.813
34992,0085d70026b10b18549d264423bf52ab,electronic,0.783,0.0729,0.0652,0.836,0.248,-10.139,121.005,0.00128,0.658
1968026,94216def625b7dd0e7bd37e1defaaa31,electronic,0.186,0.245,0.0274,0.691,0.617,-6.695,128.005,0.00457,0.7
1375976,91bd34a249419e780c100312f2522070,electronic,0.921,0.094,0.0336,0.347,0.0409,-16.349,90.091,0.949,0.143
13752,20a811e95d688fc8b84d87b84710ef92,electronic,3.75e-05,0.185,0.0704,0.46,0.273,-6.073,91.066,0.319,0.755
1762292,b52722b2bf6dbb1d6227206d2df29795,electronic,0.59,0.069,0.0347,0.687,0.612,-10.043,128.024,0.000558,0.69
3461484,cbeab7802e61c1f9d749bd2c032bac60,electronic,0.724,0.29,0.0403,0.567,0.772,-7.347,132.024,0.0266,0.894
3390416,a7acf7e405ff9bedc57d2a05c2b067cd,electronic,5.51e-05,0.497,0.0584,0.347,0.235,-1.463,150.045,0.00191,0.97
59715,95f0e75cfbe40cddb79b5da6b3f9e8ab,electronic,0.16,0.116,0.0524,0.587,0.44,-8.651,169.947,0.0319,0.678
3637301,9ce687ca7f1bde8b87ba37f2fb138b47,electronic,0.896,0.658,0.0547,0.81,0.267,-14.38,105.017,0.781,0.403
617596,6e438ee743485fb54a79d241243df304,electronic,0.888,0.106,0.0384,0.457,0.0324,-11.333,112.019,0.018,0.545
3112502,ac5c7b7c8a213e25ff1897c6a7a410f4,electronic,0.742,0.0755,0.0772,0.766,0.229,-10.109,125.165,0.0802,0.76
169281,41ac69e210526f769a47af327bb9dbbc,electronic,0.00551,0.113,0.0278,0.627,0.519,-7.362,101.914,0.0123,0.588
2597744,a8a847e862205b7a0ad78bda7cbc3023,electronic,0.55,0.103,0.0343,0.407,0.221,-8.407,116.927,0.0794,0.66
2312770,6e8379a7828a1e769ba35266578448a8,electronic,0.43,0.329,0.502,0.326,0.0374,0.346,116.218,0.171,0.999
4127772,1b564f208ae3a3f305dbb750da497727,electronic,0.9,0.0609,0.178,0.44,0.351,-6.173,107.108,0.0477,0.972
1372335,91bc6e519463eefcf3fedacde85a318e,electronic,0.00488,0.0996,0.029,0.7,0.963,-5.711,112.15,0.000576,0.807
662998,74364e0eb0f10cf6010ff363fb448b4b,electronic,0.0,0.102,0.0297,0.466,0.707,-8.847,107.977,0.0528,0.565
16547,815a3fc446fad805c8cce637f4b0a66d,electronic,0.785,0.0973,0.0482,0.403,0.29,-7.276,112.878,0.0329,0.933
2570929,b3900d36c4a305274158ca6ce4b400ef,electronic,0.773,0.142,0.0451,0.786,0.548,-6.454,118.001,0.000304,0.728
4380324,4f31f5139a380f7748184cb65d2f3f62,electronic,0.171,0.34,0.0831,0.497,0.859,-8.833,144.677,0.000332,0.936
623656,56aa3ee8d578b8d4adc88823b4bb8c02,electronic,0.552,0.144,0.0874,0.26,0.164,-13.801,100.091,0.000459,0.61
8407,d11fdc3e2664d72aaddb3b47cdfad9fc,electronic,0.00102,0.112,0.0426,0.647,0.202,-7.129,126.968,0.556,0.798
3181363,a0930a81e76b816b9abc2dd2054dfe1b,electronic,0.175,0.567,0.198,0.766,0.721,-7.525,134.973,0.0154,0.799
915,1daa18addae349e44c71aabd2d6f9532,electronic,0.724,0.115,0.0299,0.639,0.434,-8.655,142.006,0.36,0.525
968536,fc24578462acd3a1199dcb35e3843886,electronic,0.078,0.134,0.042,0.324,0.171,-11.229,77.906,0.869,0.256
21069,c995f6fc80862011ceba2cf8a25eabff,electronic,0.0969,0.0833,0.0305,0.394,0.269,-7.531,178.112,0.687,0.629
534694,8cb8158a9893baa23a30585668439640,electronic,0.916,0.101,0.0435,0.54,0.0799,-13.819,91.041,0.105,0.385
918280,c3d5ba1835cd8e3183e5f697ed98f051,electronic,0.188,0.178,0.0457,0.761,0.835,-5.096,113.296,0.323,0.862
